10	12:4	48:4	95:31	136:29	176:1	329:22	578:27	610:41	1227:0	1235:0
10	22:34	59:6	79:40	119:22	363:5	590:6	651:12	718:14	1119:0	1127:0
10	1:6	63:10	90:43	108:26	144:37	242:32	502:26	535:7	1298:0	1306:0
10	17:34	50:23	86:44	116:40	281:14	396:35	501:8	645:28	864:0	872:0
10	31:15	64:25	101:11	122:37	256:40	284:22	361:33	541:32	963:0	971:0
10	11:25	46:8	100:19	125:31	321:9	445:44	665:27	730:11	1365:0	1373:0
10	15:24	42:8	96:19	121:31	325:8	441:44	669:26	734:10	1361:0	1369:0
10	22:38	38:25	78:19	129:33	151:34	268:41	511:39	727:1	1337:0	1345:0
10	18:39	34:26	74:20	133:33	147:35	264:42	507:40	723:2	1341:0	1349:0
10	32:1	68:35	84:20	131:38	251:24	289:1	671:9	742:11	1022:0	1030:0
10	31:2	47:21	62:4	116:13	290:5	478:33	632:5	803:10	1236:0	1244:0
10	17:29	76:30	82:29	138:4	245:0	386:22	681:13	763:44	1157:0	1165:0
10	30:35	40:13	103:19	122:29	507:33	647:0	717:17	828:14	1031:0	1039:0
10	6:6	60:11	95:43	105:27	149:37	247:32	499:27	532:8	1303:0	1311:0
10	43:37	74:18	93:28	145:16	186:36	397:14	630:35	816:39	1011:0	1019:0
10	5:5	41:21	70:7	126:20	223:37	383:24	620:44	780:40	928:0	936:0
10	17:42	62:19	103:16	106:4	146:34	455:29	516:27	698:15	941:0	949:0
10	31:42	60:39	80:0	137:42	172:30	411:43	616:19	819:32	1371:0	1379:0
10	16:34	61:5	73:40	113:22	365:4	584:6	653:11	712:14	1113:0	1121:0
10	11:21	52:21	63:41	130:9	447:31	539:20	629:40	672:30	1258:0	1266:0
10	2:11	25:25	77:39	136:0	153:38	229:12	517:16	737:1	1265:0	1273:0
10	20:34	53:23	81:0	119:40	284:14	399:35	496:9	640:29	867:0	875:0
10	3:6	47:21	68:8	124:21	221:38	381:25	618:0	778:41	934:0	942:0
10	5:31	49:39	63:6	138:34	466:40	557:13	604:3	691:34	1170:0	1178:0
